968,1,1,1,1,2,4,2,0,0
0,1124,3,1,0,1,4,1,1,0
2,1,1020,0,1,0,2,5,1,0
0,0,3,977,0,14,0,5,1,10
1,1,2,1,964,0,6,1,1,5
1,0,0,2,1,879,8,1,0,0
2,2,0,0,1,1,952,0,0,0
1,4,9,0,0,0,0,1010,1,3
6,0,4,2,5,12,17,4,918,6
2,3,0,1,6,6,1,7,1,982
